mean	var	prob	strat
0.0405403747663064	0.000278402942481008	0.1637	0
0.0316640127304595	0.000176267924434342	0.067	1
0.0313525048720313	0.000158438601391823	0.1014	1
0.0276445477212173	0.000200195405297949	0.1942	0
0.0116841644847855	0.00115107837937194	0.194	1
0.0295222802950452	0.000291439431709366	0.0692	1
0.0284214526738346	0.000280366316059198	0.1287	1
0.0358280316615656	0.000740295109352772	0.437	0
-0.00198804309352142	0.000819448491657045	0.2557	0
-0.0192202273326323	0.000629401894137813	0.0826	0
-0.0214340770110744	0.000582971675102492	0.0852	0
-0.0242775105049442	0.000605788034301368	0.0923	0
-0.0269155502890525	0.000786484765737975	0.7457	1
0.0552989205099287	0.00106749719651325	0.1143	1
0.049613074430457	0.000809853340290199	0.1908	1
0.0370603563776761	0.000534197374187368	0.1042	1
0.0332763876475196	0.000496430143294728	0.2553	0
0.0177165823242505	0.000217977919285364	0.0877	1
0.015596375275104	0.00015669144334181	0.0793	0
0.0140593502808009	0.000141380577016582	0.0616	0
0.0139486590126737	0.000142838700843447	0.1059	1
0.0193616469970885	0.00036191312173313	0.1028	1
0.0146592296161609	0.00013045806608785	0.0683	1
0.0136984696272574	0.000125741933022607	0.0783	1
0.0128870477255259	0.000136864635262547	0.09	1
0.0116305258347853	0.00016635524792417	0.1701	1
0.00487164003749594	0.000158918228654347	0.1816	0
-0.00296368235570799	0.000176543986897876	0.0959	0
-0.00537139232202954	0.000189282911434795	0.071	0
-0.00364991042484824	0.0000951105838397368	0.0643	0
-0.00286161283998993	0.0000655677029975299	0.0675	1
-0.00212906349386737	0.0000497230346806503	0.0597	0
-0.00240915015246738	0.0000449802662622949	0.0581	1
-0.00195679058408391	0.0000404559384546996	0.0572	0
-0.00243881536248255	0.0000499599689532522	0.0734	1
-0.000974675683897479	0.0000428213830663732	0.0581	1
-0.000493463086277761	0.0000480366562112328	0.0591	0
-0.00119961447864909	0.0000401947493622569	0.0632	1
-0.00155037142636694	0.0000499737749259296	0.0849	0
-0.00406280835532895	0.000080204459786738	0.0755	0
-0.00590999023411581	0.000132648042479812	0.0647	0
-0.00552748815744616	0.000125438804703878	0.0723	0
-0.00429149265010882	0.000117091560103516	0.1258	1
0.000508464736335173	0.000078146388317659	0.0964	1
0.00346964007799304	0.0000906778804889913	0.0649	0
0.0030213090382714	0.0000660871728828669	0.0774	1
0.00501581811655087	0.000078192595637773	0.0625	1
0.00496510923807346	0.0000649528206828714	0.0648	0
0.00417850018100203	0.0000537936850080846	0.0579	1
0.00452923704313966	0.0000608440642604373	0.0642	1
0.00340493488878433	0.0000592120770307372	0.0641	1
0.00216489783359854	0.0000724640689879494	0.0956	1
-0.00145659007175698	0.000160847097089141	0.1742	0
-0.0132755908387797	0.000690388904698893	0.4037	0
-0.0598998537097991	0.00280217168572789	0.6247	0
-0.16103653545054	0.00132029400121363	0.9883	1
0.0381683679454801	0.00130730953437022	0.2816	0
0.0126919464836681	0.000208902900338085	0.0785	1
0.0103758386257109	0.000152075219556925	0.1188	0
0.00464024768983744	0.000160176281690854	0.0768	1
0.00702315563883647	0.000076500991954925	0.0645	1
0.00652771775194053	0.0000771390997958188	0.1039	0
0.00240409614069762	0.000101696656828832	0.0636	0
0.00213413248574674	0.0000979300452488655	0.0837	1
0.00516054692381121	0.0000726199574341487	0.0638	0
0.00412697079241655	0.0000381443796598352	0.0631	1
0.00476498756897679	0.0000482153805841108	0.0621	1
0.00565150119658977	0.000103447946017068	0.0893	1
0.00253947205048364	0.0000655454640561015	0.107	0
-0.00173683052404952	0.000160388833856687	0.0659	0
-0.000920562530955439	0.000100127599580788	0.0713	0
0.00079393733484701	0.0000463217042047275	0.0675	1
0.00245620544754475	0.0000410700728602519	0.057	0
0.00181633435688864	0.000020849294589636	0.0546	0
0.00163407074716337	0.0000202656457032524	0.0601	1
0.00219958385364603	0.0000186363211602392	0.0524	0
0.00207961456913567	0.0000205853193066514	0.0604	1
0.00304152735818458	0.0000391531214760105	0.0594	1
0.00232153948710726	0.0000262006318003309	0.0649	0
0.00118095971264387	0.0000303187435143754	0.0575	0
0.000911452817210727	0.0000333185075912838	0.0582	1
0.00113677500852551	0.0000461301363305521	0.0802	0
-0.00110690123441509	0.0000877430289903348	0.0636	0
-0.00214115294276446	0.00012550771256998	0.0645	0
-0.00278489641298864	0.000184015162192706	0.1194	0
0.00187209904647635	0.000116693979801394	0.1395	1
0.00790926383639487	0.000144339767827417	0.0694	0
0.00738658560229341	0.0000837982620222896	0.0668	1
0.00809885716013549	0.0000845085562417442	0.0672	0
0.0085981196729296	0.000101847169642212	0.1307	1
0.0143393113588167	0.000236667210605692	0.0778	1
0.0164723069383944	0.000324629148762325	0.0887	1
0.0131118940697848	0.000176620790399637	0.0856	1
0.0107168319070276	0.000123709596809479	0.0985	1
0.00781634521427334	0.000082343731575887	0.0904	1
0.00548773955541876	0.0000609729412618018	0.0873	0
0.00338707585530876	0.0000504038734912231	0.0758	0
0.00194933027818116	0.0000486975061333529	0.0596	0
0.00166487525425359	0.0000427892405160567	0.0593	0
0.0013004274774357	0.0000451195577076979	0.0534	0
0.00144918279110858	0.0000465544874354379	0.0752	1
0.00337803593567759	0.000049549508910747	0.0614	1
0.00359663703463418	0.000049559208151358	0.0616	1
0.00313129815723216	0.0000481678513085808	0.0798	0
0.00109780672092978	0.0000353830133869972	0.0603	0
0.000645794036527483	0.0000314540580546498	0.0524	1
0.00044361041071735	0.0000300455905434475	0.0573	1
0.0000962007838151761	0.000031975314001085	0.0616	0
-0.000512693462467292	0.000039847956356714	0.0491	1
-0.000197202117491818	0.000036792444705883	0.06	0
-0.000105841194892456	0.0000408567821702981	0.0595	1
0.000111764130080912	0.0000485350093403323	0.0611	0
0.0000633284726138035	0.0000611613723881376	0.0685	1
0.000250962301743092	0.00008597439938458	0.0838	0
-0.00152437313744131	0.000135084815357595	0.1318	1
0.00476752481170842	0.000623575427270468	0.356	0
-0.0191316413351244	0.00044692310499045	0.2256	0
-0.0307224965023523	0.000478930124974437	0.1186	1
-0.0255998816458635	0.000534302772746108	0.2541	0
-0.0415984352577101	0.000300774447436214	0.0941	0
-0.0445736883936172	0.000275635830009062	0.0858	0
-0.0415043525197378	0.000167071889071919	0.0816	0
-0.0391736060623745	0.000138372883113344	0.0991	0
-0.0353122333550866	0.000168594057684519	0.0679	1
-0.0341478052756909	0.000208005647888176	0.105	0
-0.0393327373169419	0.000187906625751459	0.0766	1
-0.0366820442877041	0.000282834737982615	0.2947	0
-0.0655855436369992	0.00124450417621296	0.9985	1
0.130460655942698	0.000924971593626155	0.2631	1
0.101258902386185	0.00146006552669919	0.6285	0
0.0217698086947515	0.00106588920225707	0.0736	0
0.0211201897335253	0.00103405605096676	0.3889	1
0.0683496312931676	0.00197240255442772	0.9069	0
-0.0659373390993222	0.000543526690172541	0.1332	1
-0.0566054406619046	0.000288897021575003	0.0852	0
-0.0608220487903798	0.000142227491516711	0.05	0
-0.0606656503133334	0.000133516471782756	0.9996	1
0.215042062272076	0.0000986353538989168	0.9945	1
-0.0130193395652829	0.000535974259853173	0.1261	0
-0.0242442983990436	0.00104204807176439	0.287	1
0.000764337193224174	0.000325526370135877	0.0785	0
0.00140046633839047	0.000293355538464382	0.0973	0
0.00468655368372488	0.000338706354432202	0.3014	1
0.0283590644311	0.000799914901779568	0.125	1
0.0360267787124164	0.00112318553231162	0.2196	1
0.0186427477673352	0.000364386846844647	0.0925	1
0.016256922579269	0.000326724494427248	0.1848	0
0.00637734640101642	0.000163911659158715	0.0832	0
0.00462531589102521	0.000132360680251546	0.0672	0
0.00354855215461673	0.000126185138063409	0.0678	1
0.0032724315316773	0.000130747741671771	0.0784	0
0.00199263227426303	0.000151636178973965	0.1142	1
0.00808501326577942	0.000616404671491411	0.2669	0
-0.00917234330580128	0.00024242449441494	0.1307	0
-0.0139074100961517	0.000222422322575931	0.1083	0
-0.0175697683642371	0.000223274742247187	0.0757	0
-0.0184561539941019	0.000218721878256385	0.0722	0
-0.0168904260750641	0.00018457082075299	0.0703	1
-0.0159807433557922	0.000192345531582923	0.1109	0
-0.0213533150247241	0.000484278657500191	0.1387	1
-0.0138327540871745	0.000211476884305275	0.0884	0
-0.0121980605674076	0.000214296480444043	0.1108	1
-0.00878297990353736	0.000223805868881176	0.1057	0
-0.00682279215133952	0.000278224145119943	0.3205	1
0.0124041303877617	0.000423788358437002	0.0954	1
0.0100600434094553	0.000175422028036322	0.0755	1
0.00934944910904776	0.000117051942314331	0.0644	1
0.00893564009220248	0.0000981750630545136	0.0722	0
0.00694553436412947	0.0000929845717757101	0.0679	1
0.00758889490668214	0.0000772988022189323	0.0649	0
0.00796222901042249	0.0000835725879298638	0.0905	1
0.0104747392097358	0.0000780558120960261	0.0998	1
0.0138067299549846	0.000121661468568799	0.0886	1
0.0166394516413179	0.000226460305096295	0.0759	1
0.0142905271679443	0.000102247477242154	0.0698	1
0.0128083357210382	0.0000709937584199879	0.0602	0
0.0123300906638428	0.0000685517155150356	0.0638	1
0.0129644723625174	0.000099304272359397	0.0774	1
0.011426304117594	0.0000923346999952566	0.1408	0
0.00543973203211523	0.000129145939255653	0.0756	0
0.00385189183379445	0.000160238562895273	0.0806	1
0.00631319622004047	0.0000471480257416779	0.0601	0
0.00633180171312459	0.000035765856435734	0.06	1
0.00718857864894208	0.0000362329029050927	0.0646	0
0.00625894624508235	0.0000295662454101262	0.0585	1
0.00618281939489012	0.000030003647106379	0.069	0
0.00478359267781567	0.0000800116113345783	0.0654	0
0.00599674704659947	0.0000492441919951356	0.089	1
0.00884617288489535	0.0000567202049301202	0.0591	1
0.00852386013157414	0.000027634392356992	0.052	1
0.00834050880016043	0.000020626912359777	0.0533	1
0.00801587849362663	0.0000161775223929756	0.0532	1
0.00785970860491125	0.0000152699926876426	0.0538	0
0.00737397677707933	0.0000137640553225845	0.0594	1
0.00736696456698459	0.0000181643150170248	0.0647	0
0.00633703712605013	0.0000126832502105676	0.0579	0
0.00575150969759237	0.0000134725837288877	0.0549	0
0.00548909416184975	0.0000129820625196475	0.0545	1
0.00544920178343511	0.0000128461981418245	0.0581	0
0.00488271176796075	0.0000213886904178625	0.055	1
0.00532619860903745	0.0000131977257963562	0.0539	1
0.00548199423050341	0.0000132422210879576	0.054	0
0.00539982736954546	0.0000198002781545124	0.0624	1
0.00661106554410777	0.0000348929584310088	0.0553	1
0.00621067101670494	0.0000284962728627736	0.072	0
0.00448953912976077	0.0000441962083068874	0.0558	0
0.00420791860475204	0.000050587829467061	0.0622	0
0.00493638356150651	0.0000385141369121081	0.0671	1
0.00630961089077171	0.0000318630411637553	0.0605	0
0.00617573316682756	0.0000525349125547569	0.1061	1
0.0104431607616795	0.000129852580131377	0.0637	1
0.00943497782634551	0.0000475340123543186	0.0577	0
0.00870807064530778	0.0000215981792675401	0.0515	1
0.00868569823584666	0.0000188372712571359	0.0555	0
0.00822746651546367	0.0000169435770881054	0.0517	1
0.00860848727726244	0.0000210888478377083	0.0524	1
0.00788097139557698	0.0000146513391856938	0.0509	0
0.0073197297436638	0.0000211463779229815	0.0569	0
0.0070033043932664	0.0000328827954980201	0.0637	1
0.00821361894233383	0.0000167845956298307	0.0594	1
0.00890048078744097	0.0000193259860876569	0.0565	1
0.00929364984617661	0.0000238801630899605	0.0508	1
0.00912227699091584	0.0000207110405764572	0.0551	0
0.00866779966330927	0.0000165007327682064	0.054	1
0.00865565480191469	0.0000187133998556216	0.0533	1
0.0082416268017706	0.0000184162862605668	0.057	1
0.00776349524408059	0.0000230473509954312	0.08	0
0.00553029509393619	0.0000517986535439861	0.0608	0
0.0051440787145958	0.0000570877745819293	0.0694	1
0.0067534649574541	0.0000229261244118121	0.0508	1
0.00657642845995013	0.0000147914799623244	0.0578	0
0.00599160826197663	0.000012458935805245	0.0558	0
0.00601360086766455	0.0000109397858124948	0.0555	0
0.00622567890558414	0.0000112047944492267	0.0515	1
0.00664710002125049	0.0000180419669201356	0.0588	1
0.00626797614110859	0.0000149925140200875	0.0615	0
0.00528896301449402	0.0000138328922168505	0.0547	1
0.00522372875108467	0.0000102057936098235	0.0553	0
0.00508679871002526	0.0000106215940837358	0.049	1
0.00530098605583561	0.0000106540411619787	0.0506	1
0.00526633267987524	0.0000122867622471207	0.0588	1
0.00481512335599941	0.0000121778267538854	0.0577	0
0.00409703992736898	0.0000211342383771271	0.056	0
0.00447546321658736	0.0000186746792263293	0.0591	1
0.0053017757759871	0.0000424691307633306	0.0661	1
0.00434728972873063	0.0000224583799364593	0.0642	0
0.00328152463907119	0.0000184005910115983	0.0588	1
0.0028063358686829	0.000018772064207826	0.0702	0
0.00165743883309404	0.000023687512775222	0.0698	0
0.000300802912549452	0.0000580308883027967	0.0595	1
0.00140260376539407	0.0000229371150296038	0.0557	0
0.00100799115130737	0.0000185281844554346	0.0521	1
0.000831830902339115	0.0000216930753543387	0.0636	0
-0.000368688457605658	0.0000266565403577644	0.061	0
-0.00103119908786662	0.000034148351759369	0.0589	0
-0.00102765429450658	0.0000313820714448839	0.0568	0
-0.000975715084177365	0.0000379407057413018	0.0725	1
0.00110569375916914	0.0000529892372727855	0.0555	1
0.000485699127858257	0.0000257382070782407	0.0552	1
0.0000242087651900575	0.0000234520920276841	0.0655	0
-0.00141705620239691	0.0000468133029376311	0.0544	1
-0.000718368773641533	0.0000206634677181663	0.0497	1
-0.00075540906309345	0.0000195180938636281	0.0531	0
-0.00116273793642949	0.0000260620807026821	0.0553	0
-0.0012471348065705	0.0000324602074191985	0.0616	0
-0.000450828888491715	0.0000257669903194356	0.0755	1
0.00123265463370903	0.0000259120684823189	0.0578	1
0.0016256700337708	0.0000235499670197129	0.051	1
0.00152381789165529	0.0000203989466628153	0.0633	0
0.000624105929367069	0.0000174133336888137	0.0494	0
0.000700024511921659	0.000013595864280979	0.0546	0
0.000770491505368286	0.0000142787803369799	0.0573	1
0.00139551821567278	0.0000123549870607608	0.0512	0
0.0011779429767249	0.0000135838888228685	0.0582	0
0.00159967636892339	0.0000116842570403966	0.0572	1
0.0022022711007379	0.0000109087958350393	0.0562	0
0.00254156481585472	0.0000124060481696918	0.0618	1
0.00337395370667166	0.0000145291498396707	0.0586	1
0.00401445682592324	0.0000188216308703071	0.0546	1
0.00425770209854553	0.000019728118552773	0.053	1
0.00434617004835635	0.0000208657464938098	0.0547	1
0.00422701905484841	0.0000215088963041128	0.0616	1
0.00356822432818224	0.0000179514648953028	0.0563	1
0.00301407163452877	0.0000200896854182843	0.0633	0
0.00195114969137941	0.000026718649950424	0.0653	0
0.000722139514357205	0.0000493881035169332	0.0525	0
0.000417514184804113	0.0000592287073576742	0.0636	0
0.000952384759196638	0.0000524055015410516	0.0761	1
0.00285617959149519	0.0000238102717452595	0.0614	1
0.0037346006245709	0.0000184408717739439	0.053	0
0.00397618546589405	0.0000150815549319918	0.0597	1
0.00457946848480231	0.0000145352844210231	0.0558	1
0.00502669688738276	0.0000156182392891154	0.0558	1
0.00518949668616896	0.0000157259731774498	0.052	1
0.00492529188761817	0.0000170850213476455	0.0611	0
0.00413770075604363	0.0000444210440120141	0.0695	1
0.00563453540254344	0.0000211548283106897	0.0538	1
0.00568614482404829	0.0000167244616156926	0.0545	0
0.00567623391235731	0.0000207892597713574	0.0637	0
0.00632907962624092	0.0000249072027225555	0.0719	1
0.00810944238120121	0.0000447139631456211	0.055	1
0.00820834612355658	0.000035497926043812	0.0515	1
0.00783078950084603	0.0000248914370277492	0.0557	1
0.00767387214786698	0.0000233938336303522	0.0548	0
0.00779054170632219	0.0000249212127321557	0.0559	1
0.00816426496981024	0.0000308132946197154	0.0578	1
0.00877756159138461	0.0000547710378352405	0.0618	1
0.00781048845923352	0.0000325269141414367	0.0643	1
0.0072342144171868	0.0000293846648998629	0.0637	1
0.00635819382113931	0.0000245431870611042	0.067	0
0.00525242191475647	0.0000217596219538242	0.0608	1
0.00471235914615475	0.0000203569436355507	0.0666	1
0.003867849076385	0.0000217853067263507	0.073	0
0.00233020201617437	0.0000316651831702972	0.0557	0
0.00202847591510237	0.0000262742442148568	0.0554	0
0.00223865580691248	0.0000184824930091636	0.0512	1
0.00256672659539264	0.0000166175262859786	0.0535	0
0.00213914571893672	0.0000169484325416642	0.0561	1
0.00247098892108313	0.000021576622427422	0.0636	0
0.00139286197797675	0.0000238867875871075	0.0535	0
0.00147789607531342	0.0000186096302939828	0.0557	1
0.00193708265002021	0.0000143073119144872	0.0555	0
0.00229197611657622	0.0000150457089185837	0.0583	1
0.00304452102385581	0.0000335607815837599	0.0583	0
0.00204623781968071	0.0000256175324935096	0.0572	1
0.00273173164595009	0.000023264603729097	0.0575	1
0.00313881778470952	0.0000415770717301593	0.0701	0
0.00171637790774525	0.0000214879460799252	0.0567	0
0.00109240221038325	0.0000215422085967163	0.0564	1
0.000636453139039069	0.0000277842481224941	0.0796	0
-0.00139270664533656	0.0000608732724264808	0.0665	0
-0.0024865546931589	0.00009902147785443	0.0729	1
-0.000836271980240536	0.0000392008361576884	0.0557	0
-0.00062755215962505	0.0000360482485301545	0.0637	1
0.000476976911484749	0.0000261831352231674	0.0587	0
0.000675103308529943	0.0000277240210646982	0.0667	1
0.00178501681776506	0.0000251994651033788	0.063	0
0.00265531999677657	0.0000290376685876083	0.0728	1
0.00409645672214542	0.0000470033928652877	0.0557	1
0.00416354877001331	0.0000418789891963904	0.0579	1
0.00463164414208495	0.0000548259008180323	0.0588	1
0.00383517329172611	0.0000391027851340431	0.0601	1
0.00323834138316828	0.0000343372675580809	0.0625	0
0.0023459531564945	0.0000307921714365413	0.0581	1
0.00201942799956841	0.0000321416118478099	0.0627	1
0.0012858023227632	0.0000345983667557118	0.0792	0
-0.000346224676270026	0.0000343934485933474	0.0697	0
-0.00146325281324411	0.0000376901660328027	0.0624	1
-0.00195857647223585	0.0000398741735049549	0.0727	1
-0.00314157089297396	0.0000474540266795908	0.0801	1
-0.00479159000068789	0.0000626838733502318	0.1009	0
-0.00808276464798452	0.000130857338179352	0.0611	0
-0.00777855599835825	0.0000941789098280173	0.0611	0
-0.00772567824800251	0.0000894982483507604	0.0632	1
-0.00789713208915291	0.000104075539521409	0.1006	0
-0.0126361942457162	0.000383698187298009	0.0952	0
-0.00895220805979348	0.000219702183348153	0.1596	1
-0.000995233014910785	0.00010963088849211	0.0699	0
-0.000587314045683476	0.0000709937620484673	0.0663	1
0.000501174991218202	0.0000740931782957983	0.062	1
-0.000133231535778773	0.0000524970041519034	0.0626	0
-0.000955455779550939	0.0000443912246035735	0.0637	0
-0.00183238905177758	0.0000507350789915113	0.0589	0
-0.00126732471152771	0.0000507327698879299	0.0671	0
-0.0000960868452044857	0.0000767134261093349	0.1388	1
0.00873961643482189	0.000597731671679449	0.1085	1
0.00261593461622919	0.000194421044295424	0.1148	0
-0.00285042179011826	0.000101541757143466	0.0773	0
-0.00439108757149926	0.000124642840912614	0.0823	1
-0.00187531412645356	0.000083133979909374	0.0656	1
-0.000872957392807642	0.000113793709088156	0.0732	1
-0.000261858343085937	0.000191656111752623	0.1766	0
-0.00944742608073053	0.000197362019470762	0.1006	0
-0.0127853281689176	0.000243828374133536	0.064	0
-0.0129981492091725	0.000235138288760372	0.0692	0
-0.0131950218848199	0.00025690343773138	0.1015	0
-0.0097508193930133	0.000187446242611229	0.1071	0
-0.00685882364685531	0.000164507989084354	0.1618	1
0.000256656120772895	0.000124895670825477	0.0785	0
0.000338328175115784	0.0000707490860198483	0.0782	1
0.00162584683674753	0.0000596977510919115	0.0678	0
0.00201400772555453	0.0000571430142183669	0.0846	1
0.00382378219532456	0.0000582937851100207	0.0642	0
0.00343188152919035	0.0000746713819267928	0.0952	1
0.00632671341824315	0.0000640226351991047	0.0799	1
0.00807683965910424	0.0000863313380227271	0.0662	1
0.00738085250570863	0.0000543082408400904	0.0703	0
0.00596588172180068	0.0000755727557591674	0.0744	1
0.0078197453105527	0.0000513643517433858	0.0615	0
0.00717947677598085	0.0000431698338760365	0.0683	1
0.00861541413360812	0.0000511767543121913	0.0624	1
0.00814576905256169	0.0000376479152748018	0.0618	1
0.00771324787641385	0.0000395572935371403	0.059	1
0.00725219434309983	0.0000541974365719786	0.0716	0
0.00554678306115105	0.00016497100042845	0.2135	1
0.0257212887188368	0.00147182606666688	0.1802	0
0.00974198336383275	0.0000741383710621084	0.0623	1
0.00934945026488481	0.0000512688106621591	0.0574	1
0.00917886073588552	0.000048602608915069	0.0572	1
0.00974079143131252	0.0000802946775433625	0.0762	1
0.0077159908505947	0.0000386235641012543	0.0693	1
0.00655803256956002	0.0000319787892987553	0.0641	0
0.00563952351623413	0.0000301115160950746	0.0668	1
0.0050616633721121	0.0000353247938605237	0.091	0
0.00261914035942635	0.0000445036916777966	0.0657	0
0.0015667026799996	0.0000544579162338982	0.0609	1
0.002053194562568	0.0000300655578718939	0.0529	0
0.00202460895693554	0.0000257724520234833	0.0504	0
0.00200015161414225	0.0000250097101925127	0.0592	0
0.00246334607536598	0.0000199610636599439	0.0528	0
0.00298773760943872	0.0000178969457302342	0.0644	1
0.00426902443507477	0.000037617671184201	0.0586	1
0.00370648776826734	0.0000155676903396517	0.0526	0
0.00326084736572273	0.0000111933856025989	0.0497	0
0.00298902931042278	0.0000102691073526108	0.0538	1
0.0030310158049896	0.0000105680489303943	0.0514	0
0.00250329761110895	0.0000122019429285928	0.0506	0
0.00248332536778214	0.0000111578716477472	0.0505	1
0.00297024088348075	0.0000120383352339427	0.0532	1
0.00339279654178489	0.0000200696212188495	0.0604	1
0.00252822665904081	0.0000198225374090057	0.0762	0
0.000176936552503761	0.0000481217120245747	0.0541	0
